ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad
E0212,seleccionar_imagen,P0146,,Selecciona la imagen que representa 'ixtentsontli',cejas,cejas|casa|estrella|gato,partes del cuerpo,intermedio
E0213,leer_escribir,P0146,,Lee la palabra en náhuatl 'ixtentsontli' y escribe su traducción al español,cejas,,partes del cuerpo,intermedio
E0214,completar_frase,P0146,,Completa: La palabra en náhuatl para 'cejas' es _____,ixtentsontli,ixtentsontli|ixtxx|iltno,partes del cuerpo,intermedio
E0215,leer_escribir,P0147,,Lee la palabra en náhuatl 'tla’koyan' y escribe su traducción al español,cintura,,otras,intermedio
E0216,completar_frase,P0147,,Completa: La palabra en náhuatl para 'cintura' es _____,tla’koyan,tla’koyan|otro|tlaxx,otras,intermedio
E0217,seleccionar_imagen,P0148,,Selecciona la imagen que representa 'molik',codo,codo|perro|estrella|casa,partes del cuerpo,basico
E0218,leer_escribir,P0148,,Lee la palabra en náhuatl 'molik' y escribe su traducción al español,codo,,partes del cuerpo,basico
E0219,seleccionar_imagen,P0149,,Selecciona la imagen que representa 'tlankochtli',colmillo,colmillo|casa|estrella|sol,vegetales y hierbas,intermedio
E0220,leer_escribir,P0149,,Lee la palabra en náhuatl 'tlankochtli' y escribe su traducción al español,colmillo,,vegetales y hierbas,intermedio
E0221,completar_frase,P0149,,Completa: La palabra en náhuatl para 'colmillo' es _____,tlankochtli,tlankochtli|ilthc|tlaxx,vegetales y hierbas,intermedio
E0222,leer_escribir,P0150,,Lee la palabra en náhuatl 'kichtli' y escribe su traducción al español,cuello,,otras,intermedio
E0223,leer_escribir,P0151,,Lee la palabra en náhuatl 'majpili' y escribe su traducción al español,dedo de la mano,,saludos y tiempo,intermedio
E0224,completar_frase,P0151,,Completa: La palabra en náhuatl para 'dedo de la mano' es _____,majpili,majpili|ilipj|majxx,saludos y tiempo,intermedio
E0225,seleccionar_imagen,P0152,,Selecciona la imagen que representa 'xojpili',dedo del pie,dedo del pie|árbol|gato|estrella,partes del cuerpo,intermedio
E0226,leer_escribir,P0152,,Lee la palabra en náhuatl 'xojpili' y escribe su traducción al español,dedo del pie,,partes del cuerpo,intermedio
E0227,seleccionar_imagen,P0153,,Selecciona la imagen que representa 'tlantli',diente,diente|pájaro|sol|árbol,partes del cuerpo,intermedio
E0228,leer_escribir,P0153,,Lee la palabra en náhuatl 'tlantli' y escribe su traducción al español,diente,,partes del cuerpo,intermedio
E0229,seleccionar_imagen,P0154,,Selecciona la imagen que representa 'a’koli',hombro,hombro|sol|estrella|pájaro,partes del cuerpo,basico
E0230,leer_escribir,P0154,,Lee la palabra en náhuatl 'a’koli' y escribe su traducción al español,hombro,,partes del cuerpo,basico
E0231,leer_escribir,P0155,,Lee la palabra en náhuatl 'omiyo' y escribe su traducción al español,hueso,,otras,basico
E0232,seleccionar_imagen,P0156,,Selecciona la imagen que representa 'tenxipali',labio,labio|árbol|víbora|perro,partes del cuerpo,intermedio
E0233,leer_escribir,P0156,,Lee la palabra en náhuatl 'tenxipali' y escribe su traducción al español,labio,,partes del cuerpo,intermedio
E0234,completar_frase,P0156,,Completa: La palabra en náhuatl para 'labio' es _____,tenxipali,tenxipali|otro|tenxx,partes del cuerpo,intermedio
E0235,leer_escribir,P0157,,Lee la palabra en náhuatl 'ixteayo' y escribe su traducción al español,lágrima,,otras,intermedio
E0236,seleccionar_imagen,P0158,,Selecciona la imagen que representa 'nenepili',lengua,lengua|gato|casa|víbora,partes del cuerpo,intermedio
E0237,leer_escribir,P0158,,Lee la palabra en náhuatl 'nenepili' y escribe su traducción al español,lengua,,partes del cuerpo,intermedio
E0238,leer_escribir,P0159,,Lee la palabra en náhuatl 'majpali' y escribe su traducción al español,mano,,saludos y tiempo,basico
E0239,completar_frase,P0159,,Completa: La palabra en náhuatl para 'mano' es _____,majpali,majpali|majxx|otro,saludos y tiempo,basico
E0240,leer_escribir,P0160,,Lee la palabra en náhuatl 'yekman' y escribe su traducción al español,mano derecha,,saludos y tiempo,basico
E0241,completar_frase,P0160,,Completa: La palabra en náhuatl para 'mano derecha' es _____,yekman,yekman|otro|namke,saludos y tiempo,basico
E0242,leer_escribir,P0161,,Lee la palabra en náhuatl 'opochman' y escribe su traducción al español,mano izquierda,,saludos y tiempo,intermedio
E0243,completar_frase,P0161,,Completa: La palabra en náhuatl para 'mano izquierda' es _____,opochman,opochman|opoxx|namhc,saludos y tiempo,intermedio
E0244,seleccionar_imagen,P0162,,Selecciona la imagen que representa 'yakaktli',nariz,nariz|árbol|gato|sol,partes del cuerpo,intermedio
E0245,leer_escribir,P0162,,Lee la palabra en náhuatl 'yakaktli' y escribe su traducción al español,nariz,,partes del cuerpo,intermedio
E0246,seleccionar_imagen,P0163,,Selecciona la imagen que representa 'ixtelolo’tli',ojo,ojo|luna|gato|sol,partes del cuerpo,intermedio
E0247,leer_escribir,P0163,,Lee la palabra en náhuatl 'ixtelolo’tli' y escribe su traducción al español,ojo,,partes del cuerpo,intermedio
E0248,completar_frase,P0163,,Completa: La palabra en náhuatl para 'ojo' es _____,ixtelolo’tli,ixtelolo’tli|ixtxx|otro,partes del cuerpo,intermedio
E0249,seleccionar_imagen,P0164,,Selecciona la imagen que representa 'xiktli',ombligo,ombligo|árbol|estrella|luna,partes del cuerpo,intermedio
E0250,leer_escribir,P0164,,Lee la palabra en náhuatl 'xiktli' y escribe su traducción al español,ombligo,,partes del cuerpo,intermedio
E0251,seleccionar_imagen,P0165,,Selecciona la imagen que representa 'nakastli',oreja,oreja|luna|árbol|víbora,partes del cuerpo,intermedio
E0252,leer_escribir,P0165,,Lee la palabra en náhuatl 'nakastli' y escribe su traducción al español,oreja,,partes del cuerpo,intermedio
E0253,seleccionar_imagen,P0166,,Selecciona la imagen que representa 'tsonkali',pelo,pelo|sol|víbora|pájaro,partes del cuerpo,intermedio
E0254,leer_escribir,P0166,,Lee la palabra en náhuatl 'tsonkali' y escribe su traducción al español,pelo,,partes del cuerpo,intermedio
E0255,seleccionar_imagen,P0167,,Selecciona la imagen que representa 'tsonixtelolo',pestaña,pestaña|estrella|perro|gato,partes del cuerpo,intermedio
E0256,leer_escribir,P0167,,Lee la palabra en náhuatl 'tsonixtelolo' y escribe su traducción al español,pestaña,,partes del cuerpo,intermedio
E0257,completar_frase,P0167,,Completa: La palabra en náhuatl para 'pestaña' es _____,tsonixtelolo,tsonixtelolo|olole|otro,partes del cuerpo,intermedio
E0258,seleccionar_imagen,P0168,,Selecciona la imagen que representa 'ikxitl',pie,pie|pájaro|luna|sol,partes del cuerpo,intermedio
E0259,leer_escribir,P0168,,Lee la palabra en náhuatl 'ikxitl' y escribe su traducción al español,pie,,partes del cuerpo,intermedio
E0260,seleccionar_imagen,P0169,,Selecciona la imagen que representa 'kestli',pierna,pierna|luna|estrella|sol,partes del cuerpo,intermedio
E0261,leer_escribir,P0169,,Lee la palabra en náhuatl 'kestli' y escribe su traducción al español,pierna,,partes del cuerpo,intermedio
E0262,seleccionar_imagen,P0170,,Selecciona la imagen que representa 'tlankuaitl',rodilla,rodilla|perro|luna|árbol,partes del cuerpo,intermedio
E0263,leer_escribir,P0170,,Lee la palabra en náhuatl 'tlankuaitl' y escribe su traducción al español,rodilla,,partes del cuerpo,intermedio
E0264,completar_frase,P0170,,Completa: La palabra en náhuatl para 'rodilla' es _____,tlankuaitl,tlankuaitl|otro|ltiau,partes del cuerpo,intermedio
E0265,leer_escribir,P0171,,Lee la palabra en náhuatl 'chichiuali' y escribe su traducción al español,seno,,saludos y tiempo,intermedio
E0266,completar_frase,P0171,,Completa: La palabra en náhuatl para 'seno' es _____,chichiuali,chichiuali|otro|ilaui,saludos y tiempo,intermedio
E0267,leer_escribir,P0172,,Lee la palabra en náhuatl 'itonili' y escribe su traducción al español,sudor,,otras,basico
E0268,leer_escribir,P0173,,Lee la palabra en náhuatl 'xolomo’' y escribe su traducción al español,tobillo,,otras,intermedio
E0269,seleccionar_imagen,P0174,,Selecciona la imagen que representa 'istitl',uña,uña|sol|pájaro|víbora,partes del cuerpo,intermedio
E0270,leer_escribir,P0174,,Lee la palabra en náhuatl 'istitl' y escribe su traducción al español,uña,,partes del cuerpo,intermedio
E0271,leer_escribir,P0175,,Lee la palabra en náhuatl 'maxtsontli' y escribe su traducción al español,bello púbico,,otras,intermedio
E0272,completar_frase,P0175,,Completa: La palabra en náhuatl para 'bello púbico' es _____,maxtsontli,maxtsontli|iltno|maxxx,otras,intermedio
E0273,seleccionar_imagen,P0176,,Selecciona la imagen que representa 'lakuitl',pene,pene|casa|víbora|estrella,partes del cuerpo,intermedio
E0274,leer_escribir,P0176,,Lee la palabra en náhuatl 'lakuitl' y escribe su traducción al español,pene,,partes del cuerpo,intermedio
E0275,leer_escribir,P0177,,Lee la palabra en náhuatl 'totoltitl' y escribe su traducción al español,testículo,,otras,intermedio
E0276,completar_frase,P0177,,Completa: La palabra en náhuatl para 'testículo' es _____,totoltitl,totoltitl|ltitl|otro,otras,intermedio
E0277,leer_escribir,P0178,,Lee la palabra en náhuatl 'siuayotl' y escribe su traducción al español,ovarios,,otras,intermedio
E0278,seleccionar_imagen,P0179,,Selecciona la imagen que representa 'maxaktli',vagina,vagina|pájaro|sol|víbora,partes del cuerpo,intermedio
E0279,leer_escribir,P0179,,Lee la palabra en náhuatl 'maxaktli' y escribe su traducción al español,vagina,,partes del cuerpo,intermedio
E0280,seleccionar_imagen,P0180,,Selecciona la imagen que representa 'uexolotl',guajolote,guajolote|perro|árbol|pájaro,animales domésticos,intermedio
E0281,leer_escribir,P0180,,Lee la palabra en náhuatl 'uexolotl' y escribe su traducción al español,guajolote,,animales domésticos,intermedio
E0282,leer_escribir,P0181,,Lee la palabra en náhuatl 'mastlakapali' y escribe su traducción al español,ala,,otras,intermedio
E0283,completar_frase,P0181,,Completa: La palabra en náhuatl para 'ala' es _____,mastlakapali,mastlakapali|masxx|otro,otras,intermedio
E0284,seleccionar_imagen,P0182,,Selecciona la imagen que representa 'tsonteko',cabeza,cabeza|estrella|sol|víbora,partes del cuerpo,intermedio
E0285,leer_escribir,P0182,,Lee la palabra en náhuatl 'tsonteko' y escribe su traducción al español,cabeza,,partes del cuerpo,intermedio
E0286,seleccionar_imagen,P0183,,Selecciona la imagen que representa 'kuitlapili',cola,cola|pájaro|sol|víbora,vegetales y hierbas,intermedio
E0287,leer_escribir,P0183,,Lee la palabra en náhuatl 'kuitlapili' y escribe su traducción al español,cola,,vegetales y hierbas,intermedio
E0288,completar_frase,P0183,,Completa: La palabra en náhuatl para 'cola' es _____,kuitlapili,kuitlapili|otro|ilipa,vegetales y hierbas,intermedio
E0289,leer_escribir,P0184,,Lee la palabra en náhuatl 'xokpili' y escribe su traducción al español,dedos,,números,intermedio
E0290,leer_escribir,P0185,,Lee la palabra en náhuatl 'elxoluas' y escribe su traducción al español,escobilla,,otras,intermedio
E0291,seleccionar_imagen,P0186,,Selecciona la imagen que representa 'nenepili',lengua,lengua|luna|pájaro|perro,partes del cuerpo,intermedio
E0292,leer_escribir,P0186,,Lee la palabra en náhuatl 'nenepili' y escribe su traducción al español,lengua,,partes del cuerpo,intermedio
E0293,leer_escribir,P0187,,Lee la palabra en náhuatl 'yakakuitlatl' y escribe su traducción al español,moco,,otras,intermedio
E0294,completar_frase,P0187,,Completa: La palabra en náhuatl para 'moco' es _____,yakakuitlatl,yakakuitlatl|yakxx|ltalt,otras,intermedio
E0295,seleccionar_imagen,P0188,,Selecciona la imagen que representa 'yakaktli',nariz,nariz|luna|perro|estrella,partes del cuerpo,intermedio
E0296,leer_escribir,P0188,,Lee la palabra en náhuatl 'yakaktli' y escribe su traducción al español,nariz,,partes del cuerpo,intermedio
E0297,seleccionar_imagen,P0189,,Selecciona la imagen que representa 'ixtelolo',ojo,ojo|pájaro|casa|luna,partes del cuerpo,intermedio
E0298,leer_escribir,P0189,,Lee la palabra en náhuatl 'ixtelolo' y escribe su traducción al español,ojo,,partes del cuerpo,intermedio
E0299,leer_escribir,P0190,,Lee la palabra en náhuatl 'ikxitl' y escribe su traducción al español,pata,,otras,intermedio
E0300,leer_escribir,P0191,,Lee la palabra en náhuatl 'kichtli' y escribe su traducción al español,pescuezo,,otras,intermedio
E0301,leer_escribir,P0192,,Lee la palabra en náhuatl 'tempil' y escribe su traducción al español,pico,,otras,basico
E0302,seleccionar_imagen,P0193,,Selecciona la imagen que representa 'kestli',pierna,pierna|gato|casa|sol,partes del cuerpo,intermedio
E0303,leer_escribir,P0193,,Lee la palabra en náhuatl 'kestli' y escribe su traducción al español,pierna,,partes del cuerpo,intermedio
E0304,leer_escribir,P0194,,Lee la palabra en náhuatl 'i’uitl' y escribe su traducción al español,pluma,,otras,intermedio
E0305,seleccionar_imagen,P0195,,Selecciona la imagen que representa 'istitl',uña,uña|víbora|casa|perro,partes del cuerpo,intermedio
E0306,leer_escribir,P0195,,Lee la palabra en náhuatl 'istitl' y escribe su traducción al español,uña,,partes del cuerpo,intermedio
E0307,leer_escribir,P0196,,Lee la palabra en náhuatl 'eltapachtli' y escribe su traducción al español,buche,,otras,intermedio
E0308,completar_frase,P0196,,Completa: La palabra en náhuatl para 'buche' es _____,eltapachtli,eltapachtli|eltxx|ilthc,otras,intermedio
E0309,leer_escribir,P0197,,Lee la palabra en náhuatl 'yolo’tli' y escribe su traducción al español,corazón,,otras,intermedio
E0310,leer_escribir,P0198,,Lee la palabra en náhuatl 'kuitlaxkoli' y escribe su traducción al español,intestinos,,saludos y tiempo,intermedio
E0311,completar_frase,P0198,,Completa: La palabra en náhuatl para 'intestinos' es _____,kuitlaxkoli,kuitlaxkoli|kuixx|otro,saludos y tiempo,intermedio
E0312,leer_escribir,P0199,,Lee la palabra en náhuatl 'tememeuj' y escribe su traducción al español,molleja,,otras,intermedio
E0313,leer_escribir,P0200,,Lee la palabra en náhuatl 'hichiya' y escribe su traducción al español,besícula,,otras,intermedio
E0314,leer_escribir,P0201,,Lee la palabra en náhuatl 'kuachichil tototl' y escribe su traducción al español,pájaro carpintero,,profesiones y oficios,intermedio
E0315,completar_frase,P0201,,Completa: La palabra en náhuatl para 'pájaro carpintero' es _____,kuachichil tototl,kuachichil tototl|ltoto|kuaxx,profesiones y oficios,intermedio
E0316,leer_escribir,P0202,,Lee la palabra en náhuatl 'pankakauatl' y escribe su traducción al español,concha,,otras,intermedio
E0317,completar_frase,P0202,,Completa: La palabra en náhuatl para 'concha' es _____,pankakauatl,pankakauatl|otro|panxx,otras,intermedio
E0318,leer_escribir,P0203,,Lee la palabra en náhuatl 'ayotochkakauatl' y escribe su traducción al español,armadillo,,otras,intermedio
E0319,completar_frase,P0203,,Completa: La palabra en náhuatl para 'armadillo' es _____,ayotochkakauatl,ayotochkakauatl|ayoxx|otro,otras,intermedio
E0320,leer_escribir,P0204,,Lee la palabra en náhuatl 'peso’tli' y escribe su traducción al español,tejón,,otras,intermedio
E0321,leer_escribir,P0205,,Lee la palabra en náhuatl 'tenchali' y escribe su traducción al español,hocico,,otras,intermedio
E0322,leer_escribir,P0206,,Lee la palabra en náhuatl 'kuetlaxtli' y escribe su traducción al español,cuero,,otras,intermedio
E0323,completar_frase,P0206,,Completa: La palabra en náhuatl para 'cuero' es _____,kuetlaxtli,kuetlaxtli|kuexx|otro,otras,intermedio
E0324,leer_escribir,P0207,,Lee la palabra en náhuatl 'lomo’pan' y escribe su traducción al español,lomo,,otras,intermedio
E0325,leer_escribir,P0208,,Lee la palabra en náhuatl 'kalyolkame’' y escribe su traducción al español,mamiferos domésticos,,otras,intermedio
E0326,completar_frase,P0208,,Completa: La palabra en náhuatl para 'mamiferos domésticos' es _____,kalyolkame’,kalyolkame’|kalxx|’emak,otras,intermedio
E0327,leer_escribir,P0209,,Lee la palabra en náhuatl 'kuakoujkonetl' y escribe su traducción al español,becerro,,otras,intermedio
E0328,completar_frase,P0209,,Completa: La palabra en náhuatl para 'becerro' es _____,kuakoujkonetl,kuakoujkonetl|otro|lteno,otras,intermedio
E0329,seleccionar_imagen,P0210,,Selecciona la imagen que representa 'ichkatl',borrego,borrego|árbol|casa|pájaro,animales domésticos,intermedio
E0330,leer_escribir,P0210,,Lee la palabra en náhuatl 'ichkatl' y escribe su traducción al español,borrego,,animales domésticos,intermedio
