aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
3,1,0,217,1,0,1,0,Basico
4,5,5,211,1,4,1,0,Basico
7,6,4,198,4,3,3,0,Basico
1,1,2,364,0,0,1,0,Basico
2,6,4,333,0,3,2,1,Basico
3,2,0,309,2,1,1,0,Basico
5,3,3,287,1,0,2,1,Basico
6,4,6,205,1,2,0,2,Basico
8,4,3,173,4,1,3,0,Basico+
8,5,4,102,4,1,3,1,Basico+
4,9,7,267,3,5,2,2,Basico
6,6,7,191,5,1,3,2,Basico
6,4,3,124,4,2,2,0,Basico+
3,5,4,287,1,2,2,1,Basico
2,1,2,285,1,1,0,0,Basico
8,9,4,68,7,5,4,0,Basico+
8,3,3,131,6,1,1,1,Basico+
7,1,1,104,0,0,1,0,Basico+
7,8,9,148,1,6,1,1,Basico
5,6,5,161,3,3,2,1,Basico
4,1,2,401,1,1,0,0,Basico
1,4,3,362,1,3,1,0,Basico
0,7,5,535,0,3,3,1,Basico
2,4,3,354,1,1,1,2,Basico
9,9,5,103,2,6,3,0,Basico+
1,7,9,364,0,1,5,1,Basico
8,6,6,240,5,4,1,1,Basico
6,5,5,136,3,2,2,1,Basico
9,7,9,56,9,4,2,1,Intermedio
6,7,3,156,3,2,4,1,Basico
1,3,2,318,0,1,2,0,Basico
5,2,3,264,3,1,0,1,Basico
6,4,0,228,6,3,0,1,Basico
0,4,5,417,0,2,0,2,Basico
5,0,3,309,3,0,0,0,Basico
3,5,3,246,2,2,3,0,Intermedio
0,9,6,425,0,4,2,3,Basico
0,6,7,456,0,3,3,0,Basico
7,6,1,122,4,3,2,1,Basico+
7,2,3,181,5,2,0,0,Basico+
2,3,2,334,1,2,1,0,Basico
9,7,4,83,6,3,3,1,Basico+
3,4,4,306,3,2,0,2,Basico
4,3,3,215,1,1,1,1,Basico
1,9,6,319,0,5,2,2,Basico
5,4,4,175,3,2,1,1,Basico
0,1,2,437,0,0,0,1,Basico
3,2,2,289,0,0,1,1,Basico
6,1,3,176,1,0,1,0,Basico
5,2,1,203,1,1,0,1,Basico
6,2,4,145,0,0,2,0,Basico
4,10,4,190,1,5,2,3,Basico
8,1,1,128,7,0,1,0,Basico+
6,3,1,181,5,1,2,0,Basico+
2,0,1,291,1,0,0,0,Basico
6,0,0,178,4,0,0,0,Basico+
6,8,5,250,4,3,3,2,Basico
8,6,2,171,6,2,3,1,Basico+
9,5,6,101,5,3,1,1,Basico+
5,7,6,183,3,5,2,0,Basico
7,7,6,194,5,4,3,0,Intermedio
0,6,4,342,0,3,2,1,Basico
2,4,2,379,0,1,3,0,Basico
8,7,3,113,3,3,2,2,Basico+
6,8,5,282,2,7,1,0,Basico
3,3,1,348,1,2,1,0,Basico
9,5,3,87,1,3,1,1,Basico+
5,5,4,241,2,4,0,1,Basico
4,6,8,199,0,3,2,1,Basico
3,6,3,319,2,2,1,3,Basico
6,7,8,177,2,5,1,1,Basico
10,5,7,20,2,1,2,2,Basico+
7,8,5,164,6,3,4,1,Basico
5,7,2,224,1,3,4,0,Basico
6,5,5,187,5,3,1,1,Basico
3,4,2,292,2,1,3,0,Basico
6,1,3,191,3,1,0,0,Basico
5,2,1,260,4,1,1,0,Basico
7,9,5,182,6,4,3,2,Basico+
0,6,6,533,0,3,2,1,Basico
7,5,7,128,3,2,2,1,Basico+
5,6,6,227,1,4,1,1,Basico
2,6,4,478,1,4,1,1,Basico
3,10,8,243,2,4,4,2,Basico
3,8,7,275,2,3,2,3,Basico
3,2,3,310,3,1,1,0,Basico
6,6,1,179,1,3,2,1,Basico
7,7,7,143,5,3,3,1,Basico+
5,9,7,254,3,4,4,1,Basico+
8,7,5,110,5,4,3,0,Basico+
2,6,4,339,2,2,1,3,Basico
1,3,4,278,0,1,1,1,Basico
8,0,3,227,7,0,0,0,Basico+
0,8,6,468,0,3,2,3,Basico
2,2,2,238,1,1,1,0,Basico
7,7,7,146,1,1,4,2,Basico
8,0,2,97,6,0,0,0,Basico+
4,1,3,388,3,1,0,0,Basico
4,8,5,284,3,4,2,2,Basico
4,8,8,161,2,1,2,5,Basico
0,8,8,399,0,3,4,1,Basico
3,2,3,425,1,0,2,0,Intermedio
2,5,2,380,0,2,3,0,Basico
0,9,4,450,0,4,0,5,Basico
0,0,3,373,0,0,0,0,Basico
0,4,3,283,0,2,0,2,Basico
2,1,3,290,1,1,0,0,Basico
0,10,5,453,0,4,5,1,Basico
0,2,1,398,0,0,2,0,Basico
6,8,2,148,3,1,2,5,Basico
5,4,4,166,3,2,1,1,Basico+
9,5,4,66,9,3,2,0,Intermedio
8,10,5,68,4,5,3,2,Basico+
3,6,1,394,2,2,3,1,Intermedio
8,3,3,142,6,2,0,1,Basico+
6,9,4,192,2,4,3,2,Basico
3,6,6,437,2,3,2,1,Basico
0,5,4,457,0,1,3,1,Basico
7,0,3,218,4,0,0,0,Basico+
7,10,9,96,6,6,2,2,Basico+
4,3,3,195,2,0,2,1,Basico
6,0,1,200,4,0,0,0,Basico+
0,3,4,414,0,3,0,0,Basico
3,1,0,335,2,0,0,1,Basico
3,5,5,224,1,4,1,0,Basico
5,9,5,197,3,4,2,3,Basico
6,5,4,317,2,1,3,1,Basico
8,6,4,84,6,1,5,0,Intermedio
7,0,1,101,5,0,0,0,Basico
7,4,3,123,4,2,0,2,Basico+
8,7,6,160,5,3,4,0,Basico
5,9,4,179,3,3,4,2,Basico
2,7,4,279,1,3,2,2,Basico+
10,2,1,55,5,2,0,0,Intermedio
10,2,2,62,6,2,0,0,Intermedio
2,5,4,531,0,2,3,0,Basico+
8,1,1,40,4,0,1,0,Basico+
6,7,6,241,4,6,1,0,Basico
2,3,3,320,2,1,2,0,Basico
4,6,1,393,1,3,2,1,Basico
8,2,1,167,6,0,0,2,Basico+
4,4,2,362,3,2,1,1,Basico
2,6,8,256,1,4,1,1,Basico
4,7,8,279,3,4,1,2,Basico
1,6,5,423,0,4,1,1,Basico+
7,3,2,208,3,2,1,0,Basico
0,9,8,344,0,4,4,1,Intermedio
6,6,5,197,2,3,3,0,Basico
9,3,2,138,1,0,1,2,Basico+
10,0,1,52,10,0,0,0,Intermedio
1,6,3,411,0,3,2,1,Basico
6,9,6,198,3,6,2,1,Basico
2,6,5,426,1,3,3,0,Basico
4,2,2,232,2,0,0,2,Basico
5,1,1,183,2,0,1,0,Basico+
3,0,2,277,1,0,0,0,Basico
2,7,6,243,2,4,2,1,Basico
7,8,7,173,4,5,2,1,Basico
8,6,2,163,2,3,1,2,Basico
3,1,3,230,2,1,0,0,Basico
2,5,4,251,2,2,2,1,Basico
4,10,10,289,3,4,4,2,Basico
7,7,5,191,5,2,3,2,Intermedio
5,4,1,316,2,3,0,1,Basico
5,5,7,355,2,3,1,1,Basico
2,0,2,317,0,0,0,0,Basico
4,2,1,272,1,0,2,0,Basico
4,2,3,322,2,1,0,1,Basico
2,0,0,306,1,0,0,0,Basico
2,6,8,279,1,0,3,3,Basico
6,7,5,259,5,5,1,1,Basico
7,4,0,138,5,0,2,2,Basico+
6,4,1,253,2,0,4,0,Basico
1,7,2,329,0,2,1,4,Basico+
6,7,4,186,2,2,3,2,Intermedio
1,3,4,301,1,3,0,0,Basico
2,9,9,328,0,4,4,1,Basico
4,8,8,208,3,3,4,1,Basico
7,2,0,196,5,1,1,0,Basico+
5,7,6,214,1,3,1,3,Basico
6,2,2,163,5,1,1,0,Basico+
7,5,4,210,3,3,1,1,Basico
6,9,6,136,5,2,4,3,Basico
4,8,7,268,0,2,4,2,Basico
2,1,3,255,1,1,0,0,Basico
4,8,8,222,0,1,4,3,Basico
1,5,4,408,0,4,0,1,Basico
3,6,3,353,2,5,0,1,Basico
8,2,1,138,2,1,1,0,Basico+
5,4,5,260,0,0,2,2,Basico
10,6,4,22,6,2,2,2,Basico
9,6,6,152,7,1,0,5,Basico+
4,6,5,231,3,3,1,2,Basico
2,9,6,286,1,3,5,1,Intermedio
10,7,1,83,7,4,1,2,Basico+
0,0,1,314,0,0,0,0,Basico
2,0,2,294,1,0,0,0,Basico
4,6,8,216,1,4,2,0,Basico
0,4,2,365,0,2,1,1,Basico
4,0,3,226,1,0,0,0,Basico
4,2,1,282,2,1,1,0,Basico
3,2,3,259,1,1,0,1,Basico
2,8,5,280,2,2,2,4,Basico
4,5,3,297,2,2,2,1,Basico
10,7,2,121,5,0,4,3,Basico+
7,4,1,112,4,2,0,2,Basico+
0,4,6,472,0,2,2,0,Basico
8,5,5,82,7,3,1,1,Basico+
6,6,4,249,5,0,4,2,Basico
3,7,4,290,2,3,3,1,Basico
6,9,8,176,2,0,6,3,Basico
3,4,4,328,2,2,1,1,Basico+
4,2,0,301,1,1,1,0,Basico
4,7,4,252,1,1,3,3,Basico
7,4,3,275,1,0,0,4,Basico
8,9,2,116,2,5,3,1,Basico
7,4,2,162,6,3,0,1,Basico+
4,3,3,196,3,1,1,1,Basico
4,3,1,251,4,2,0,1,Basico
7,7,6,154,5,4,1,2,Basico+
6,8,7,85,1,1,5,2,Basico
4,1,3,275,3,1,0,0,Basico
5,9,9,179,1,1,8,0,Basico
5,6,8,214,4,2,2,2,Basico
6,5,3,164,4,2,2,1,Basico
2,6,7,280,0,4,1,1,Basico
7,5,2,130,6,1,2,2,Basico+
0,8,6,461,0,5,2,1,Basico
7,4,4,124,6,2,1,1,Basico+
6,5,2,177,3,1,4,0,Basico
8,6,4,101,3,5,1,0,Basico+
3,9,9,334,1,6,1,2,Basico
0,1,3,419,0,1,0,0,Basico
8,2,3,126,6,1,0,1,Basico+
1,0,2,425,0,0,0,0,Basico
8,1,1,101,5,0,1,0,Basico+
8,5,3,153,5,4,0,1,Basico+
10,2,2,61,2,1,1,0,Basico+
2,8,8,341,0,2,3,3,Basico
7,3,5,173,7,0,2,1,Basico+
5,9,10,202,2,5,1,3,Basico
1,7,7,341,0,4,2,1,Basico
2,5,4,313,0,3,0,2,Basico
6,4,5,281,1,2,1,1,Basico
9,9,4,173,2,2,6,1,Basico
5,6,6,266,4,3,2,1,Basico+
3,1,2,349,1,1,0,0,Basico
0,2,3,442,0,1,0,1,Basico
4,8,5,245,3,4,2,2,Basico
7,5,5,138,4,2,1,2,Basico+
5,2,2,261,3,1,1,0,Basico
8,1,3,137,4,1,0,0,Basico+
2,5,3,412,1,3,1,1,Basico
6,2,4,272,5,0,2,0,Basico
2,3,2,418,1,1,1,1,Basico
4,10,10,351,1,4,6,0,Basico
5,1,3,265,4,0,0,1,Basico
9,9,7,73,6,4,5,0,Basico+
6,9,6,240,5,5,3,1,Basico
0,8,6,448,0,5,2,1,Basico
7,2,0,178,4,0,1,1,Basico+
7,8,5,194,4,4,2,2,Basico
6,6,5,216,4,4,2,0,Basico
6,3,3,124,0,1,2,0,Basico
3,7,5,380,1,3,3,1,Basico
10,1,1,20,7,0,1,0,Intermedio
2,5,3,446,0,5,0,0,Basico
5,2,2,234,2,0,1,1,Basico
2,7,3,359,2,3,3,1,Basico
4,1,2,409,1,1,0,0,Basico
4,1,0,255,2,1,0,0,Intermedio
10,6,7,20,6,3,2,1,Intermedio
4,2,2,259,0,1,1,0,Basico
8,4,5,190,3,1,2,1,Basico+
5,7,1,221,4,2,4,1,Basico
5,0,1,203,2,0,0,0,Basico
7,3,5,260,2,0,1,2,Basico
5,1,0,165,4,0,0,1,Basico
6,8,5,181,0,1,4,3,Basico
5,6,4,299,4,2,4,0,Basico
4,2,1,209,3,0,2,0,Basico
6,2,3,147,4,0,1,1,Basico+
7,7,4,169,5,3,3,1,Basico
2,3,3,326,1,1,2,0,Basico
2,4,3,445,1,1,2,1,Basico
6,4,3,214,4,1,2,1,Basico
7,9,9,118,6,4,4,1,Basico+
9,2,1,174,5,0,2,0,Basico+
8,4,4,57,2,1,0,3,Basico+
10,9,9,20,6,3,3,3,Basico+
5,8,8,242,3,3,3,2,Basico
2,4,5,412,0,0,4,0,Basico
3,2,2,318,2,2,0,0,Basico
8,3,4,119,4,2,0,1,Basico+
3,0,3,299,1,0,0,0,Basico
3,7,7,225,1,3,3,1,Basico
0,10,5,322,0,4,4,2,Basico
6,3,3,182,1,1,2,0,Basico
5,3,2,295,4,2,1,0,Basico
10,9,7,20,9,5,2,2,Intermedio
6,1,0,107,1,1,0,0,Basico+
5,10,5,196,0,4,3,3,Basico
3,3,0,243,3,1,2,0,Basico
1,7,1,378,0,5,0,2,Basico
3,6,4,282,1,5,0,1,Basico+
0,7,7,372,0,2,3,2,Basico
7,8,6,136,0,2,4,2,Basico
0,8,8,483,0,4,3,1,Basico
5,10,9,296,1,2,7,1,Basico
0,2,2,392,0,0,1,1,Basico
5,8,7,283,2,2,4,2,Intermedio
6,4,3,188,5,2,2,0,Basico
2,3,3,329,1,2,1,0,Basico
10,6,5,62,3,3,3,0,Intermedio
7,8,4,123,4,3,4,1,Basico
7,5,4,155,5,3,1,1,Basico+
7,4,0,303,4,0,3,1,Basico
2,5,5,297,0,4,1,0,Basico
8,1,1,95,4,0,1,0,Basico+
4,5,4,312,3,2,1,2,Basico
6,3,2,193,3,2,0,1,Basico
0,2,3,447,0,1,0,1,Basico
9,6,6,62,5,3,1,2,Basico+
0,3,5,396,0,1,1,1,Basico
6,6,4,178,2,4,2,0,Basico
3,0,0,280,2,0,0,0,Basico
3,7,7,434,3,2,3,2,Basico+
4,8,5,312,2,5,1,2,Basico
6,2,1,153,2,2,0,0,Basico
0,9,6,409,0,3,5,1,Basico
8,4,3,153,5,1,2,1,Basico+
2,2,2,332,1,0,2,0,Basico
5,8,8,206,4,5,1,2,Basico
3,0,1,362,1,0,0,0,Basico
3,4,2,397,1,2,2,0,Basico
6,3,2,205,3,3,0,0,Basico
4,2,3,247,2,1,1,0,Basico
2,7,4,393,1,3,3,1,Basico
5,4,4,217,1,2,2,0,Basico
9,3,4,144,6,1,0,2,Basico+
6,7,2,247,5,2,2,3,Basico
3,9,7,369,2,3,4,2,Basico
1,1,1,541,0,0,1,0,Basico
6,9,4,252,3,1,5,3,Basico
5,1,0,185,4,0,1,0,Basico
3,8,5,283,0,2,3,3,Basico
1,7,3,374,0,1,3,3,Basico
4,0,1,375,2,0,0,0,Basico
3,3,1,282,1,2,0,1,Basico
2,8,7,410,1,4,0,4,Basico
7,4,4,272,4,2,1,1,Basico
2,8,5,462,1,4,0,4,Intermedio
5,9,5,289,4,6,3,0,Basico
4,8,8,265,1,6,2,0,Basico
10,8,10,53,6,4,2,2,Basico+
10,8,6,123,7,4,0,4,Basico+
7,8,6,136,5,4,1,3,Basico+
5,1,3,393,2,0,0,1,Basico
1,1,2,318,0,0,1,0,Basico
7,9,9,146,5,1,5,3,Basico
1,3,4,444,0,2,0,1,Basico
4,6,6,251,2,2,3,1,Basico
9,0,3,77,2,0,0,0,Basico+
7,7,6,294,2,3,3,1,Basico+
8,7,8,67,0,3,2,2,Basico
2,8,7,201,0,3,3,2,Basico
3,0,3,195,0,0,0,0,Basico
2,7,6,386,1,3,3,1,Basico
5,9,10,175,4,5,2,2,Basico
7,8,7,223,1,2,4,2,Basico
6,5,3,217,2,2,2,1,Basico
0,9,5,431,0,3,4,2,Basico
1,7,3,341,0,3,3,1,Basico
4,3,4,370,2,2,1,0,Basico
8,7,7,78,3,5,1,1,Basico+
1,4,3,286,0,2,1,1,Basico
5,6,2,150,3,3,2,1,Basico
2,7,6,299,2,2,2,3,Basico
4,1,2,410,2,0,1,0,Basico
5,1,0,225,2,1,0,0,Basico
0,2,4,279,0,0,2,0,Basico+
1,1,1,303,0,0,1,0,Basico
5,9,6,290,2,4,5,0,Basico
5,6,5,204,3,1,4,1,Basico
1,10,10,434,0,5,4,1,Basico
3,5,6,243,2,4,0,1,Basico
3,1,2,169,2,1,0,0,Basico
7,9,8,146,2,4,3,2,Basico
7,0,1,92,4,0,0,0,Basico+
5,5,5,227,2,4,0,1,Basico
4,7,5,292,3,5,1,1,Basico
2,4,5,365,0,2,2,0,Basico
7,5,4,165,2,1,3,1,Basico+
10,9,9,60,5,3,5,1,Basico+
0,5,6,369,0,2,3,0,Basico
7,9,8,179,4,2,4,3,Basico
10,4,2,47,6,2,1,1,Intermedio
6,4,3,272,3,2,0,2,Basico
3,9,10,251,2,5,2,2,Basico
2,5,5,393,0,2,3,0,Basico+
4,3,4,174,1,1,2,0,Basico
2,3,1,277,1,2,1,0,Basico+
9,6,6,105,7,3,2,1,Basico+
4,7,7,229,3,3,4,0,Basico
4,3,1,315,2,1,1,1,Basico
6,2,2,133,4,1,1,0,Basico+
0,3,4,521,0,2,1,0,Basico
4,1,0,343,3,1,0,0,Basico
4,10,4,196,4,4,3,3,Basico
5,8,6,344,3,5,2,1,Basico
9,9,7,37,2,2,5,2,Basico+
6,2,2,215,5,1,0,1,Basico+
7,9,8,150,6,6,3,0,Basico
7,9,8,112,4,5,2,2,Basico
4,4,6,257,3,1,2,1,Basico
5,2,3,200,4,1,1,0,Basico
2,4,2,454,0,0,1,3,Basico
2,8,5,360,2,0,4,4,Basico
3,5,7,318,0,4,1,0,Basico
4,4,6,189,3,2,2,0,Basico
6,0,1,199,4,0,0,0,Basico+
7,8,2,117,1,1,3,4,Basico
8,7,6,261,5,3,4,0,Basico
10,5,3,24,6,1,3,1,Intermedio
8,9,4,247,6,7,1,1,Basico
6,3,1,182,5,1,1,1,Basico+
4,3,3,240,2,2,1,0,Basico
2,0,2,321,1,0,0,0,Intermedio
7,6,6,156,2,2,2,2,Basico+
2,3,1,217,1,1,2,0,Basico+
2,2,0,393,1,1,1,0,Basico
5,8,6,355,2,4,2,2,Basico
3,1,1,250,1,0,1,0,Basico
5,10,4,293,3,6,3,1,Basico
5,9,4,243,2,3,4,2,Basico
10,2,1,20,4,1,0,1,Intermedio
7,1,0,189,6,1,0,0,Basico
8,8,5,76,7,5,1,2,Basico+
5,2,3,281,4,2,0,0,Basico
6,1,2,215,2,1,0,0,Basico
5,5,2,293,5,3,1,1,Basico
2,4,5,433,1,1,2,1,Intermedio
5,3,4,172,3,1,1,1,Basico
4,7,6,330,3,2,4,1,Basico
10,3,1,34,4,2,0,1,Intermedio
6,1,2,322,2,0,1,0,Basico
5,2,1,312,2,0,1,1,Basico
5,1,0,274,3,0,1,0,Basico
7,0,0,120,4,0,0,0,Basico+
8,1,2,58,4,0,1,0,Basico+
5,8,8,363,3,5,2,1,Basico+
6,1,3,218,4,0,1,0,Basico
5,6,3,282,4,4,1,1,Basico
5,3,2,224,4,0,1,2,Basico
3,2,3,375,1,1,1,0,Basico
2,4,6,384,1,2,1,1,Basico
5,4,3,233,4,2,1,1,Basico
5,4,2,197,2,1,1,2,Basico
7,4,4,114,6,3,1,0,Basico+
8,8,7,101,7,4,3,1,Basico+
5,6,5,165,4,1,4,1,Basico
4,3,4,185,3,2,1,0,Basico
9,6,5,55,9,2,1,3,Intermedio
4,9,4,208,2,3,3,3,Basico
0,0,0,464,0,0,0,0,Intermedio
7,7,5,99,3,2,3,2,Basico+
6,6,8,254,0,3,2,1,Basico
6,0,1,183,4,0,0,0,Basico+
4,5,4,252,1,2,1,2,Basico
5,9,5,228,1,5,3,1,Basico
8,4,3,162,4,1,3,0,Basico+
9,7,9,99,0,4,3,0,Intermedio
4,6,3,317,1,3,3,0,Basico
4,6,5,419,4,1,1,4,Basico
4,2,4,202,2,0,0,2,Basico
6,3,2,243,5,2,1,0,Basico
3,0,3,285,1,0,0,0,Basico
2,7,4,252,1,5,1,1,Basico
0,5,6,352,0,2,1,2,Basico
6,4,2,140,1,3,1,0,Basico
3,3,3,271,3,1,2,0,Basico
0,0,0,362,0,0,0,0,Basico
7,4,0,194,6,2,1,1,Basico+
1,3,5,279,1,1,1,1,Basico
6,2,1,219,5,1,0,1,Basico
7,0,1,167,2,0,0,0,Basico
10,8,9,45,6,3,2,3,Basico+
4,4,3,186,1,3,0,1,Basico
5,5,3,206,4,2,3,0,Basico
5,6,4,267,2,4,1,1,Basico
6,8,3,233,3,4,3,1,Basico
4,6,8,340,2,3,1,2,Basico
4,1,2,152,3,1,0,0,Basico
3,7,8,317,1,4,1,2,Basico
5,1,1,219,4,0,0,1,Basico
3,8,8,381,1,1,7,0,Basico
4,2,2,269,3,2,0,0,Basico
2,4,1,294,1,1,1,2,Basico
5,9,6,251,2,3,5,1,Basico
10,0,0,43,8,0,0,0,Intermedio
3,6,4,250,1,2,3,1,Basico
5,5,2,359,4,2,2,1,Basico
0,0,2,332,0,0,0,0,Basico
8,0,0,80,4,0,0,0,Basico+
7,5,7,212,3,3,2,0,Intermedio
1,0,3,346,0,0,0,0,Basico
0,9,6,441,0,4,4,1,Basico+
4,8,6,232,2,4,3,1,Basico
10,0,1,47,9,0,0,0,Intermedio
5,1,2,192,4,0,0,1,Basico
6,2,1,198,5,0,2,0,Basico+
5,4,2,228,1,1,3,0,Basico
2,2,3,279,1,1,1,0,Basico
1,0,2,347,0,0,0,0,Basico
1,4,5,379,0,1,1,2,Basico
2,5,3,229,1,2,2,1,Basico
8,8,3,213,7,2,5,1,Basico+
4,6,4,240,2,3,2,1,Basico
2,9,8,386,1,4,3,2,Basico
1,9,5,442,1,5,2,2,Basico
3,6,4,266,1,4,2,0,Basico
8,3,2,200,2,2,1,0,Basico+
10,8,7,89,5,4,2,2,Intermedio
8,6,2,87,6,3,2,1,Basico+
3,4,3,351,1,3,1,0,Basico
4,1,1,226,1,1,0,0,Basico+
5,0,0,216,1,0,0,0,Intermedio
9,6,6,88,2,1,4,1,Basico+
3,9,9,206,1,4,4,1,Basico
7,6,1,145,5,4,2,0,Intermedio
4,7,8,396,2,3,2,2,Intermedio
4,7,8,285,1,4,2,1,Basico
8,0,1,34,6,0,0,0,Intermedio
2,8,2,356,0,4,1,3,Basico
0,5,4,371,0,1,4,0,Basico
6,7,6,112,2,1,2,4,Intermedio
6,0,2,168,2,0,0,0,Basico
6,3,3,95,4,3,0,0,Basico+
4,1,2,291,0,1,0,0,Basico
3,9,5,210,1,3,5,1,Basico
7,7,7,261,5,2,4,1,Basico
6,3,5,228,5,1,2,0,Basico
7,10,4,181,6,4,4,2,Basico
5,5,1,208,5,1,3,1,Basico
6,6,3,179,3,2,2,2,Basico
6,6,5,217,1,3,3,0,Basico
8,5,4,112,6,4,1,0,Basico+
8,4,3,146,3,3,0,1,Basico+
7,8,7,118,4,6,1,1,Basico
10,7,8,20,5,3,2,2,Basico+
2,2,2,346,0,1,0,1,Basico
5,3,5,268,2,2,1,0,Basico
4,2,1,236,2,1,1,0,Basico
6,5,2,166,1,2,2,1,Basico
4,2,3,180,2,0,0,2,Basico
6,8,4,163,5,3,4,1,Basico
5,6,3,169,4,3,2,1,Basico
3,4,5,271,1,2,1,1,Basico
5,2,2,153,2,1,0,1,Basico
10,0,3,78,6,0,0,0,Basico
1,6,4,407,1,3,2,1,Basico
3,9,7,349,2,3,3,3,Basico
2,4,4,255,1,1,1,2,Basico
0,0,1,469,0,0,0,0,Basico
4,3,1,273,2,1,1,1,Basico
6,0,2,199,5,0,0,0,Basico+
3,0,2,438,0,0,0,0,Basico
5,7,7,298,1,3,2,2,Basico
0,6,5,352,0,3,3,0,Basico
7,1,2,125,4,1,0,0,Basico+
3,3,4,274,1,3,0,0,Basico
6,6,3,237,5,1,4,1,Basico
7,5,7,137,3,0,3,2,Basico+
4,8,6,237,4,4,2,2,Basico
9,6,5,185,7,1,4,1,Basico+
4,5,5,179,0,1,2,2,Basico
9,8,9,144,4,3,4,1,Basico+
7,3,4,185,6,3,0,0,Basico+
6,8,5,198,2,3,4,1,Basico
6,5,5,264,3,1,2,2,Basico
0,7,6,440,0,3,2,2,Basico
5,7,4,257,3,3,4,0,Intermedio
8,6,3,194,7,4,0,2,Basico+
4,0,2,421,2,0,0,0,Basico
5,3,2,284,3,0,3,0,Basico
2,6,3,375,1,4,0,2,Basico
5,5,3,200,3,2,3,0,Basico
3,4,5,350,1,1,2,1,Basico
2,3,0,404,1,1,1,1,Basico+
10,8,6,20,3,3,3,2,Basico+
3,6,3,250,1,2,0,4,Basico
10,6,4,33,10,4,0,2,Intermedio
5,9,6,182,2,2,4,3,Intermedio
2,4,0,253,1,2,1,1,Basico
8,8,6,128,8,2,4,2,Basico
0,9,6,308,0,3,4,2,Basico
2,6,6,255,2,2,2,2,Basico
4,4,3,235,1,0,3,1,Basico
10,3,2,20,5,2,1,0,Intermedio
7,8,7,138,6,4,0,4,Basico+
5,0,2,233,1,0,0,0,Basico
0,4,5,467,0,0,4,0,Basico
6,3,3,167,3,2,0,1,Basico
2,2,1,474,1,0,1,1,Basico
8,10,6,120,6,3,3,4,Basico+
7,3,4,268,5,2,1,0,Basico
8,5,5,183,7,2,2,1,Basico+
0,4,4,414,0,0,4,0,Basico
5,4,2,208,3,2,0,2,Basico
10,8,6,117,8,4,2,2,Basico+
4,1,2,424,1,0,0,1,Basico
3,8,10,263,0,4,2,2,Basico
2,5,4,436,1,1,1,3,Basico+
10,6,4,59,3,3,0,3,Basico+
4,6,3,305,4,2,4,0,Basico
5,0,3,149,4,0,0,0,Basico+
6,9,3,203,2,2,5,2,Basico
0,8,4,587,0,6,0,2,Basico
5,5,2,265,4,2,3,0,Basico
7,7,7,183,0,2,2,3,Basico
3,9,8,325,1,4,3,2,Intermedio
6,2,2,211,2,1,1,0,Basico
5,9,3,377,3,4,4,1,Basico
7,0,3,176,2,0,0,0,Basico+
1,1,3,415,0,0,0,1,Basico
5,1,0,208,1,1,0,0,Basico+
2,8,7,356,1,5,3,0,Basico
9,0,1,156,0,0,0,0,Basico+
3,0,0,348,1,0,0,0,Basico
7,1,2,254,2,0,1,0,Basico
7,1,2,137,6,0,1,0,Basico+
5,4,4,198,2,2,2,0,Basico
5,9,8,213,4,1,5,3,Basico
6,4,5,156,6,2,1,1,Basico+
0,4,4,494,0,2,1,1,Basico
8,1,3,99,0,0,0,1,Basico+
0,5,6,466,0,3,1,1,Basico
2,3,2,404,1,2,1,0,Basico
6,8,5,198,6,3,5,0,Basico+
5,5,3,250,3,3,1,1,Basico
5,1,0,298,2,0,1,0,Basico
3,1,3,326,2,1,0,0,Basico
0,7,3,477,0,5,2,0,Basico
3,6,5,311,2,3,2,1,Basico
5,5,4,163,3,1,3,1,Basico
7,6,5,77,3,2,4,0,Intermedio
7,8,5,147,0,5,0,3,Basico
5,6,6,280,4,1,3,2,Basico
10,7,8,39,3,5,0,2,Basico+
5,1,0,209,4,0,1,0,Basico
4,5,2,325,2,3,1,1,Basico
4,2,3,246,2,0,1,1,Basico
3,4,5,265,1,4,0,0,Basico
3,4,2,317,3,3,1,0,Basico
3,5,2,365,1,3,0,2,Basico
9,3,4,186,2,1,1,1,Basico+
10,9,6,163,3,4,4,1,Intermedio
4,5,3,176,1,3,0,2,Intermedio
8,7,7,111,3,1,4,2,Basico+
4,7,5,244,3,2,2,3,Basico
1,6,1,354,0,3,3,0,Basico
8,5,3,132,7,1,3,1,Basico+
5,10,6,195,3,3,2,5,Basico
5,6,4,180,2,3,2,1,Basico
3,9,10,263,0,4,3,2,Basico
8,3,2,114,5,2,1,0,Basico+
3,1,3,262,1,1,0,0,Basico+
5,2,4,236,3,1,1,0,Basico
10,3,3,147,7,2,1,0,Intermedio
2,7,6,286,1,4,1,2,Basico
2,2,2,451,0,1,1,0,Basico
3,3,5,309,2,1,2,0,Basico
2,3,5,380,1,0,1,2,Basico
9,1,0,121,9,0,0,1,Intermedio
7,5,4,126,5,2,2,1,Basico+
5,6,4,155,2,2,2,2,Basico
6,4,4,230,4,3,0,1,Basico
0,9,6,389,0,5,2,2,Basico
4,0,1,250,3,0,0,0,Basico
5,4,1,335,1,2,1,1,Basico
4,3,1,202,3,2,0,1,Basico
10,1,0,20,7,0,1,0,Intermedio
2,3,1,409,1,2,1,0,Basico
